food_code,food_name,primarysource,secondarysource,Primary food group,food_group_nin,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g
ASC238,Scotch egg,asc_manual,,,,2786.45,676.89,1.91,4.05,72.62,0.3,0.36
ASC239,Shepherd's pie (with minced meat),asc_manual,,,,593.85,142.78,8.06,7.45,8.88,1.7,1.05
ASC240,Chicken curry,asc_manual,,,,538.96,129.22,3.38,11.79,7.57,1.79,1.41
ASC241,Tandoori chicken,asc_manual,,,,607.17,145.2,2.34,16.26,7.93,1.58,0.5
ASC242,Butter chicken,asc_manual,,,,571.18,137,3.74,10.92,8.7,2.37,1.32
ASC243,Chicken kebab,asc_manual,,,,3001.14,729.41,1.11,3.71,78.89,0.24,0.21
ASC244,Chilli chicken,asc_manual,,,,823.97,198.83,2.86,9.57,16.56,0.93,0.99
ASC245,Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),asc_manual,,,,521.48,125.03,2.51,11.48,7.61,1.16,1.13
ASC246,Fish curry (Machli curry),asc_manual,,,,461.62,111.13,3.77,8.76,6.69,2.02,1.89
ASC247,Fried fish (Indian style) (Tali hui machli),asc_manual,,,,2711.38,658.54,5.4,4.35,68.88,0.4,0.61
ASC248,Fried fish and Chips (English Style) (Tali hui machli aur chips),asc_manual,,,,2682.09,651.75,2.77,3.36,69.69,0.17,0.29
ASC249,Tomato fish,asc_manual,,,,2015.88,489.79,3.18,2.39,51.91,1.35,0.72
ASC250,Baked fish with cheese sauce,asc_manual,,,,475.32,113.96,4.06,8.64,7.02,3.22,0.08
ASC251,Fish tikka,asc_manual,,,,489.08,117.33,3.91,16,4.15,1.18,1.18
ASC252,Tandoori fish,asc_manual,,,,400.97,95.98,2.37,11.19,4.64,1.6,0.58
ASC253,"Paneer, apple and pineapple salad",asc_manual,,,,397.42,95.08,8.35,3.88,5.07,6.36,1.65
ASC254,Russian salad,asc_manual,,,,476.71,114.83,6.5,4.26,7.84,1.66,2.57
ASC255,Pasta salad,asc_manual,,,,792.54,190.36,12.7,4.15,13.92,2.6,0.96
ASC256,Deviled egg,asc_manual,,,,409.48,98.56,2.23,4.97,7.72,0.82,1.15
ASC257,Hawain salad,asc_manual,,,,733.88,175.23,14.35,4.27,11.37,5.24,3.93
ASC258,Mixed pulse and vegetable salad,asc_manual,,,,349.23,83.12,13.96,4.74,0.84,1.36,2.96
ASC259,Sprouted moong salad,asc_manual,,,,158.65,37.81,5.48,2.29,0.74,2.13,0.95
ASC260,Tossed salad,asc_manual,,,,261.03,62.96,4.95,1.02,4.22,1.56,2.15
ASC261,Mixed vegetable salad with curd sauce,asc_manual,,,,252.12,60.28,7.03,4.23,1.5,2.16,3.79
ASC262,Potato salad (Aloo ka salaad),asc_manual,,,,374.93,89.91,11.19,1.4,4.4,3.94,1.32
ASC263,Waldroff salad,asc_manual,,,,588.94,141.75,11.02,1.47,10.05,8.23,1.87
ASC264,Coleslaw,asc_manual,,,,318.36,76.71,5.59,1.24,5.32,3.62,2.34
ASC265,Fruit salad (Phalon ka salaad),asc_manual,,,,328.7,78.14,15.96,0.91,1.22,9.78,1.58
ASC269,Tomato onion raita (Tamatar aur pyaaz ka raita),asc_manual,,,,248.26,59,7.08,3.74,1.84,5.98,0.97
ASC270,Peanut raita (Mungfali ka raita),asc_manual,,,,631.24,150.39,9.3,8.59,8.98,7.11,1.89
ASC271,Sprouted moong raita,asc_manual,,,,256.2,60.89,6.13,4.62,2.19,5.59,0.16
ASC272,Bottle gourd raita (Ghiya/Lauki ka raita),asc_manual,,,,237.21,56.31,5.76,3.98,2.07,5.25,0.85
ASC273,Cucumber raita (Kheere ka raita),asc_manual,,,,249,59.13,6.35,4.04,2.08,5.22,0.86
ASC274,Carrot and spinach raita (Gajar aur palak ka raita),asc_manual,,,,239.15,56.83,5.83,4,1.99,4.93,1.39
ASC275,Mint raita (Pudinay ka raita),asc_manual,,,,326.97,77.59,7.65,5.64,2.96,7.48,0.34
ASC276,Potato raita (Aloo ka raita),asc_manual,,,,316.95,75.38,10.24,4.22,2.04,5.08,0.75
ASC277,Boondi raita,asc_manual,,,,2831.04,687.72,3.96,2.19,73.83,1.88,0.46
ASC278,Sweet raita (Meetha raita),asc_manual,,,,418.63,99.24,17.93,3.24,1.78,15.36,1.02
ASC279,Dahi vadas/Dahi bhalla,asc_manual,,,,2748.73,667.73,5.49,2.96,70.4,1.78,0.97
ASC280,Gunjia,asc_manual,,,,2747.77,667.34,5.68,2.98,70.28,2.05,1.13
ASC281,Saunth/Sonth chutney with tamarind/imli,asc_manual,,,,592.16,141.53,33.55,1.01,0.15,31.31,0.93
ASC282,Rice kheer (Chawal ki kheer),asc_manual,,,,315.33,75.03,10.05,2.3,2.97,8.02,0.17
ASC283,Makhana kheer,asc_manual,,,,452.85,107.85,12.88,3.31,5,11.54,0.11
ASC285,Vermicelli kheer (Semiya/Seviyan ki kheer),asc_manual,,,,504.28,120.07,15.87,3.35,5,12.79,0.5
ASC286,Semolina kheer (Suji/Rava kheer),asc_manual,,,,476.14,113.21,15.88,3.43,4.2,12.88,0.51
ASC287,Paneer kheer,asc_manual,,,,441.91,105.31,10.03,4.53,5.37,9.87,0.07
ASC288,Cabbage kheer (Pattagobhi ki kheer),asc_manual,,,,350.89,83.51,9.73,2.87,3.8,9.28,0.51
ASC289,Carrot kheer (Gajar ki kheer),asc_manual,,,,358.6,85.35,10.09,2.81,3.85,9.63,0.73
ASC290,Cauliflower kheer (Phoolgobhi ki kheer),asc_manual,,,,344.14,81.95,8.78,3.04,3.95,8.49,0.55
ASC291,Moong dal kheer,asc_manual,,,,324.23,77.16,9.89,2.95,2.97,7.92,0.4
ASC292,Phirni,asc_manual,,,,487.8,116.12,16.11,3.49,4.34,10.79,0.36
ASC293,Semolina halwa (Suji ka halwa),asc_manual,,,,940.23,225.65,24.67,2.16,13.38,13.98,1.86
ASC294,Shahi suji halwa,asc_manual,,,,1595.02,382.34,44.44,3.48,21.73,27.21,2.96
ASC295,Carrot halwa (Gajar ka halwa),asc_manual,,,,722.36,172.64,18.53,3.11,9.73,16.85,2.65
ASC296,Egg halwa (Ande ka halwa),asc_manual,,,,1262.47,299.74,39.59,7.85,13.41,37.85,0.49
ASC297,Potato halwa (Aloo ka halwa),asc_manual,,,,637.97,151.66,29.18,1.53,3.48,17.42,1.64
ASC298,Pumpkin halwa (Kaddu ka halwa),asc_manual,,,,800.8,190.27,27.6,1.33,8.81,26.64,2.97
ASC299,Moong dal halwa,asc_manual,,,,1461.34,349.8,40.23,8.35,17.68,25.59,2.65
ASC300,Caramel custard (steamed),asc_manual,,,,512.2,121.58,15.02,4.97,4.87,14.98,0
ASC301,Baked custard,asc_manual,,,,447.46,106.53,9.45,5.41,5.3,9.42,0
ASC302,Soft Custard (stirred),asc_manual,,,,459.08,109.18,11.19,5.01,5.07,11.15,0
ASC304,Chocolate ice cream,asc_manual,,,,743.06,177.7,15.41,4.47,11.25,15.33,0
ASC305,Mango ice cream,asc_manual,,,,525.33,125.69,11.14,3.4,7.62,11.01,0.52
ASC307,Fruit Ice cream (Phalon ka Ice cream),asc_manual,,,,717.81,171.46,16.05,4.37,10.38,14.03,0.33
ASC308,Caramel ice cream,asc_manual,,,,725.49,173.52,14.81,4.31,11.15,14.52,0.08
ASC309,Lemon souffle,asc_manual,,,,705.67,168.51,13.43,6.95,10.02,11.67,0
ASC310,Orange souffle,asc_manual,,,,704.69,168.28,14.2,6.8,9.73,12.31,0.22
ASC311,Vanilla souffle,asc_manual,,,,786.62,187.85,14.78,7.71,11.19,12.86,0
ASC312,Chocolate souffle,asc_manual,,,,792.69,189.32,14.74,7.88,11.36,12.69,0
ASC313,Pineapple souffle,asc_manual,,,,821.36,196.14,15.52,8.06,11.72,13.45,0
ASC314,Apple mousse,asc_manual,,,,447.82,106.92,12.77,4.21,4.27,10.56,1.6
ASC315,Rich chocolate mousse,asc_manual,,,,785.94,188.26,10.84,7.96,12.19,10.3,0
ASC316,Mango mousse,asc_manual,,,,520.63,124.98,9.14,3.21,8.47,8.89,0.88
ASC317,Orange and pineapple cream,asc_manual,,,,422.92,101.18,11.96,1.44,5.43,11.37,1.03
ASC318,Charlotte rousse,asc_manual,,,,790.33,188.29,34.08,3.95,4.78,20.48,1.01
ASC319,Triffle pudding,asc_manual,,,,493.52,116.97,18.24,2.93,3.93,13.89,0.12
ASC320,Snow flakes pudding,asc_manual,,,,399.56,95.21,8.07,4.67,4.97,8.01,0.03
ASC321,Kulfi,asc_manual,,,,413.82,98.43,11.3,3.21,4.7,10.39,0.12
ASC322,Steamed orange pudding,asc_manual,,,,1163.99,278.03,41.53,2.34,12.04,26.53,0.58
ASC323,Meringue and rice pudding,asc_manual,,,,474.3,112.93,14.6,4.84,4.05,10.87,0.17
ASC324,Cheese pudding,asc_manual,,,,1190.38,285.01,19.27,11.29,18.37,18.63,0.05
ASC325,Chocolate pudding,asc_manual,,,,891.1,211.96,29.59,3.55,9.48,20.68,0.53
ASC326,Bread and butter pudding,asc_manual,,,,705.95,167.94,19.63,5.59,7.88,11.84,0.98
ASC327,Queen of pudding,asc_manual,,,,558.58,132.92,16.35,5.51,5.38,11.77,0.27
ASC328,Pineapple upside down pudding,asc_manual,,,,1079.36,257.73,35.73,3.15,11.91,22.16,0.8
ASC329,Date and nut pie,asc_manual,,,,1348.65,322.42,46.86,3.93,13.31,31.18,4.13
ASC330,Stewed apple with custard,asc_manual,,,,392.17,92.87,18.36,1.27,1.82,15.46,1.01
ASC331,Apple snowballs,asc_manual,,,,428.91,101.51,24.58,0.86,0.31,19.4,1.25
ASC332,Hot orange souffle,asc_manual,,,,754.48,179.97,18.77,6.87,8.95,14.93,0.29
ASC333,Hot chocolate souffle,asc_manual,,,,948.77,226.09,26.21,6.7,11.1,22.88,0.12
ASC334,Hot vanilla souffle,asc_manual,,,,809.97,192.93,21.77,6.87,9.07,18.17,0.13
ASC335,Plain burfi (Burfi),asc_manual,,,,1705.52,408.32,30.88,9.82,27.96,30.43,0.17
ASC336,Coconut burfi (Nariyal ki burfi),asc_manual,,,,1956.59,467.64,32.15,8.81,34.63,31.5,3.5
ASC337,Bottle gourd burfi (Ghiya/Lauki burfi),asc_manual,,,,1153.35,275.96,24.51,5.86,17.68,23.92,0.73
ASC338,Chocolate burfi,asc_manual,,,,1425.19,339.33,33.15,13,17.86,32.38,0
ASC339,Cashewnut burfi (Kaju burfi/Kaju katli),asc_manual,,,,1763.94,421.74,37.92,5.48,28.46,31.43,1.12
ASC340,Gram flour burfi (Besan burfi),asc_manual,,,,1768.65,421.79,46.59,11.19,22.41,28.44,3.41
ASC341,Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),asc_manual,,,,1796.19,428.71,52.86,6.71,21.86,33.28,4.68
ASC342,Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),asc_manual,,,,1942.7,464.43,50.9,5.68,27.03,27.32,6.69
ASC343,Gram flour ladoo (Besan ladoo),asc_manual,,,,2001.49,476.91,62.61,8.93,22.76,37.76,4.43
ASC344,Sesame ladoo (Til ke ladoo),asc_manual,,,,1660.91,396.96,43.5,10.7,19.64,38.63,7.72
ASC345,Chenna murki,asc_manual,,,,1066.03,252.69,36.01,10.46,8.2,35.55,0
ASC346,Milk cake,asc_manual,,,,531.52,127.41,9.13,3.01,8.93,8.9,0.06
ASC347,Ghujia/Lavang latika,asc_manual,,,,3168.67,768.98,13,1.86,78.93,6.08,0.52
ASC348,Gulab Jamun with khoya,asc_manual,,,,2425.4,586.06,26.09,2.03,53.23,24.12,0.07
ASC349,Mal pua,asc_manual,,,,2339.17,566.68,17.56,1.71,54.64,11.77,0.62
ASC350,Shahi tukre,asc_manual,,,,806.27,189.81,41.46,2.76,2.54,34.7,0.51
ASC351,Potato pakora/pakoda (Aloo pakoda),asc_manual,,,,2788.18,677.19,6.04,1.9,71.84,0.22,1.03
ASC352,Onion pakora/pakoda (Pyaaz ke pakode),asc_manual,,,,2777.39,674.61,5.41,1.9,71.84,0.88,1.11
ASC353,Cauliflower pakora/pakoda (Phoolgobhi ke pakode),asc_manual,,,,2764.93,671.63,4.52,1.98,71.86,0.23,1.26
ASC354,Mixed vegetable pakora/pakoda,asc_manual,,,,2774.04,673.81,5.12,1.94,71.86,0.38,1.13
ASC355,Spinach pakora/pakoda (Palak pakoda),asc_manual,,,,2933.57,712.62,4.68,1.96,76.38,0.2,1.02
ASC356,Methi pakora/pakoda (Methi ke pakode),asc_manual,,,,2936.21,713.25,4.68,2.06,76.39,0.25,1.18
ASC357,Egg pakora/pakoda (Ande ke pakode),asc_manual,,,,2925.47,710.51,4.48,2.83,75.86,0.19,0.86
ASC358,Bread pakora/pakoda,asc_manual,,,,2929.73,710.99,8.87,2.57,74.2,0.46,1.11
ASC359,Paneer pakora/pakoda,asc_manual,,,,2957.51,718.12,5.52,3.27,76.05,1.08,0.89
ASC360,Potato bonda (Aloo bonda),asc_manual,,,,2604.02,632.84,4.53,1.09,67.8,0.27,0.83
ASC361,Potato samosa (Aloo ka samosa),asc_manual,,,,2377.14,577.39,9.21,1.71,59.19,0.29,1.19
ASC362,Minced meat samosa (Keema ka samosa),asc_manual,,,,2557.26,620.99,6.14,4.43,64.26,0.5,0.39
ASC363,Paneer and pea samosa (Paneer matar ka samosa),asc_manual,,,,2569.6,623.81,8.55,4.02,63.65,1.69,1.02
ASC364,Mathri,asc_manual,,,,3314.32,805.12,12.32,1.75,83.1,0.29,0.6
ASC365,Khasta kachori,asc_manual,,,,2934.9,712.73,12.81,2.51,72.27,0.34,0.97
ASC366,Vegetable cutlet,asc_manual,,,,2738.5,665.45,4.68,1.25,71.33,0.35,0.93
ASC367,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),asc_manual,,,,2888.94,701.71,7.39,1.76,73.89,0.27,0.86
ASC368,Peanut cutlet (Mungfali ke cutlet),asc_manual,,,,2878.02,698.77,5.68,2.63,74,0.51,1.21
ASC369,Fish cutlet (Machli ka cutlet),asc_manual,,,,2693.96,654.64,3.13,2.77,70.11,0.29,0.54
ASC370,Paneer potato cutlet (Paneer aloo cutlet),asc_manual,,,,2770.57,672.94,5.23,2.47,71.4,1.02,0.41
ASC371,Spinach chickpeas cutlet (Palak channa dal cutlet),asc_manual,,,,2831.18,688.03,4.93,1.44,73.6,0.16,0.93
ASC372,Cheese toast,asc_manual,,,,3233.23,785.37,5.49,1.98,84.11,0.53,0.31
ASC375,Vegetable burger,asc_manual,,,,2144.45,519.93,13.69,3.26,50.63,1.88,1.7
ASC376,Cheese pizza,asc_manual,,,,1047.5,249.5,30.62,5.79,12.43,3.42,1.95
ASC377,Vegetable seekh kebab,asc_manual,,,,2843.04,690.73,5.32,1.57,73.72,0.74,0.59
ASC378,Masala vada,asc_manual,,,,3397.89,826.02,4.06,1.69,89.15,0.24,1.07
ASC379,Peanut sago vada (Sabudana mungfali vada),asc_manual,,,,3087.61,749.89,7.14,1.01,79.82,0.19,0.62
ASC380,Vegeterian scotch egg,asc_manual,,,,2805.97,681.67,4.64,2.16,72.77,0.23,0.58
ASC381,Paneer shaslik/tikka,asc_manual,,,,392.27,93.85,7.98,5.11,4.49,4.61,1.23
ASC382,Peanut brittle (Moongfali ki chikki),asc_manual,,,,1340.21,320.46,47.46,6.94,11.13,43.92,2.63
ASC383,Spring roll,asc_manual,,,,2568.38,623.87,8.56,1.81,64.63,0.6,0.67
ASC384,Dry mango chutney (Sookhe aam ki chutney),asc_manual,,,,1247.3,298.13,69.17,2.43,0.7,61.86,3.74
ASC385,Peanut chutney (Mungfali ki chutney),asc_manual,,,,1081.16,258.37,9.87,11.8,19.06,2.76,5.73
ASC386,Coconut chutney (Nariyal ki chutney),asc_manual,,,,1110.19,265.92,8.29,3.59,25,3.79,6.73
ASC387,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),asc_manual,,,,430.47,102.6,21.18,2.81,0.51,15.88,4.33
ASC395,Custard tart,asc_manual,,,,940.77,225.6,28.66,3.72,10.73,9.31,0.91
ASC396,Lemon tart,asc_manual,,,,1262.3,303.35,30.68,6.12,17.45,10.68,0.81
ASC397,Jam tart,asc_manual,,,,1498.57,360.72,46.18,4.42,17.35,14.74,1.14
ASC398,Orange cream tart,asc_manual,,,,822.52,197.16,27.43,2.58,8.72,10.08,0.64
ASC399,Pineapple tart,asc_manual,,,,817.46,195.4,28.62,2.29,8.21,11.09,0.87
ASC400,Cheese and mushroom tart,asc_manual,,,,1022,246.1,21.43,5.51,15.28,3.16,1.18
ASC401,Cottage cheese pie,asc_manual,,,,992.89,238.98,20.66,7.45,13.83,3.62,2.21
ASC402,Minced meat pie,asc_manual,,,,919.66,221.55,18.11,7.38,13.04,1.42,2.33
ASC403,Apple cinnamon pie,asc_manual,,,,1077.36,258.73,33.68,3.35,12.21,11.95,1.77
ASC404,Lemon meringue pie,asc_manual,,,,941.79,224.43,35.11,3.88,8.16,21.17,0.44
ASC405,Chocolate meringue pie,asc_manual,,,,899.79,214.76,28.8,4.98,9.17,15.03,0.37
ASC407,Cream puffs,asc_manual,,,,919.45,221.33,16,4.7,15.48,5.94,0.38
ASC408,Chocolate eclairs,asc_manual,,,,1000.02,239.42,26.22,4.24,13.5,17.34,0.33
ASC409,Cheese balls,asc_manual,,,,2803.78,681.28,4.81,2.21,72.57,0.63,0.18
ASC411,Minced meat patties,asc_manual,,,,1101.4,265.72,15.25,6.88,19.57,0.88,0.77
ASC412,Cheese patties,asc_manual,,,,1343.4,324.01,22.23,7.38,22.67,3.93,1.24
ASC413,Hot cheese souffle,asc_manual,,,,736.62,177.1,5.41,9.18,13.23,2.91,0.12
ASC414,Hot potato souffle,asc_manual,,,,523.33,125.64,8.56,5.51,7.64,1.78,0.66
ASC415,Hot fish souffle,asc_manual,,,,595.64,142.92,3.69,11.23,9.24,1.68,0.1
ASC416,Hot spinach souffle,asc_manual,,,,434.01,104.25,4.19,5.43,7.24,1.64,0.99
ASC417,Plain cream cake,asc_manual,,,,1480.86,353.94,47.18,6.18,16.17,27.74,0.71
ASC418,Apple cake (Seb ka cake),asc_manual,,,,1213.67,290.08,39.48,4.94,12.87,23.52,1.22
ASC419,Marble cake,asc_manual,,,,1481.48,354.11,46.88,6.3,16.27,27.56,0.71
ASC420,Chocolate cake,asc_manual,,,,1404.77,335.61,45.14,6.01,15.18,27.58,0.64
ASC421,Orange cake,asc_manual,,,,1496.24,357.61,48.28,6.1,16.21,28.38,0.83
ASC422,Fruit Loaf,asc_manual,,,,1354.76,324.19,46.49,5.36,13.31,24.54,0.87
ASC423,Banana cake (Kele ka cake),asc_manual,,,,1623.4,389.51,40,5.77,23.31,23.04,1.14
ASC424,Chocolate chiffon cake,asc_manual,,,,1305.28,311.71,37.87,5.76,15.8,24.25,0.7
ASC425,Christmas cake,asc_manual,,,,1560.8,372.95,48.29,5.49,16.88,27.45,1.49
ASC426,Strawberry and vanilla cake with butter icing,asc_manual,,,,1547.86,370.54,44.25,3.89,20.39,32.43,0.79
ASC427,Eggless cake,asc_manual,,,,1333.75,318.08,46.14,8.12,11.75,27.7,0.68
ASC429,Swiss roll,asc_manual,,,,1062.09,251.87,48.34,7.3,3.77,32.96,0.55
ASC430,Pineapple pastry,asc_manual,,,,874.13,208.21,29.04,6.06,7.87,18.83,0.72
ASC431,Black forest pastry,asc_manual,,,,979.99,233.55,34.48,6.09,8.46,21.35,0.54
ASC432,Coconut finger,asc_manual,,,,1155.88,274.86,42.56,7.09,8.86,28.55,1.87
ASC433,Pineapple cake,asc_manual,,,,819.06,195.57,23.51,5.01,9.34,16.16,0.76
ASC439,Chocolate walnut cookies (Chocolate aur akhrot ke cookies),asc_manual,,,,1773.46,424.8,47.1,6.56,23.62,22.58,1.54
ASC440,Chocolate chip cookies,asc_manual,,,,1776.75,425.29,57.98,5.79,19.38,30.29,1.05
ASC441,Sweet plain biscuit,asc_manual,,,,1588.86,380.76,50.29,5.86,17.67,21.77,1.07
ASC442,Chocolate biscuit,asc_manual,,,,1586.49,379.76,51.56,5.88,17.09,24.16,1.01
ASC443,Coconut biscuit (Nariyal ke biscuit),asc_manual,,,,1816.48,434.98,42.9,5.78,27.16,20.76,3.64
ASC444,Sweet and salty biscuit (Meethay aur namkeen biscuit),asc_manual,,,,1694.69,407.96,45.09,6.15,22.39,7.22,1.68
ASC445,Peanut biscuit,asc_manual,,,,1676.08,401.05,46.72,8.45,20.41,21.26,2.48
ASC446,Pin wheel biscuit,asc_manual,,,,1688.63,404.6,54.56,5.4,18.66,23.25,1.16
ASC447,Saffron biscuit (Kesar biscuit),asc_manual,,,,1913.03,458.61,59.7,6.05,22.01,22.42,1.9
ASC448,Masala biscuit,asc_manual,,,,1636.01,393.64,45.18,6.06,20.75,6.82,2.14
ASC449,Ice box cookies,asc_manual,,,,1565.29,374.24,56.09,5.7,14.44,26.69,1.28
ASC450,Ginger bread man,asc_manual,,,,1526.89,365,60.26,6.61,11.01,29.12,1.6
ASC451,Danish cookies,asc_manual,,,,1979.4,475.33,58,5.33,24.92,21.73,1.37
ASC452,Short bread cookies,asc_manual,,,,1849.61,443.09,64.82,6.03,17.98,23.31,1.57
ASC453,Coffee biscuit,asc_manual,,,,1740.91,416.57,46.55,6.9,23,21.69,1.59
ASC454,Melting moments,asc_manual,,,,1828.79,437.91,55.84,5.71,21.78,25,1.88
ASC455,Ginger biscuit (Adarak ke biscuit),asc_manual,,,,1746.31,417.91,58.44,5.98,18.31,27.06,1.49
ASC456,Soyabean muthias,asc_manual,,,,3453.32,839.33,3.7,2.46,90.45,0.17,1.47
ASC457,Soyabean tikki,asc_manual,,,,2874.5,698.17,4.39,3.53,74.02,0.35,2.2
ASC458,Soyabean namak paras,asc_manual,,,,3450.04,838.46,4.65,2.65,89.83,0.22,1.41
ASC459,Peanut burfi (Moongfali ki burfi),asc_manual,,,,2303.87,550.99,48.14,9.31,36.84,43.08,4.09
ASC460,Spinach peanut namak paras (Palak moongfali namak paras),asc_manual,,,,3046.16,740.16,6.62,1.65,78.51,0.28,0.81
ASC461,Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),asc_manual,,,,3124.11,758.89,7.63,2.08,80.04,0.25,1.39
ASC462,Rice moong dal cheela (Chawal aur moong dal ka cheela),asc_manual,,,,3286.07,798.26,11.13,2.74,82.44,0.15,1.18
ASC463,Split bengal gram sweet rice (Channa dal sweet rice),asc_manual,,,,795.86,190.21,41.07,4.15,0.64,19.41,2.23
ASC464,Sweet poori (Meethi poori),asc_manual,,,,3224.23,782.75,14.26,2.12,79.63,7.15,1.54
ASC465,Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),asc_manual,,,,1845.57,441.08,60,9.84,18.41,31.12,6.02
ASC466,Spinach burfi (Palak burfi),asc_manual,,,,508.27,121.17,12.76,2.71,6.81,12.12,1.17
ASC467,Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),asc_manual,,,,1529.88,366.59,62.66,9.51,7.93,24.73,8.16
ASC468,Sprouted moong daliya,asc_manual,,,,463.89,111.56,14.77,2.81,4.71,1.67,3.12
ASC469,Sprouted moong poha,asc_manual,,,,804.44,192.6,26.6,5.59,6.89,1.93,3.13
ASC470,Pearl millet ladoo (Bajra ladoo),asc_manual,,,,1337.47,319.66,50.98,9.61,8.06,27.44,6
ASC471,Paushtik ladoo,asc_manual,,,,2035.29,485.87,60.34,7.65,24.98,38.12,4.57
ASC472,Paushtik roti,asc_manual,,,,627.76,149.26,26.59,7.17,1.51,2.03,5.74
ASC473,Semolina carrot vada (Suji gajar vada),asc_manual,,,,2878.86,699.53,6.52,1.56,74.07,1.21,1.07
ASC474,Dhokla,asc_manual,,,,915.99,216.49,30.68,13.45,5.28,4.78,4.95
BFP007,Kashmiri tea (Kehwa),bfp_manual,,,,105.73,24.9,5.23,0.17,0.51,5.14,0.16
BFP008,Steeped hot coffee,bfp_manual,,,,67.4,15.91,3.01,0.39,0.33,2.96,0
BFP011,Hot chocolate,bfp_manual,,,,377.68,90.01,9.02,3.43,4.61,8.86,0
BFP013,Cold coffee (with cream),bfp_manual,,,,348.62,82.76,11.98,1.93,3.29,11.91,0
BFP015,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),bfp_manual,,,,321.43,76.45,11.15,2.01,2.77,9.94,0.27
BFP019,Flavoured milkshake,bfp_manual,,,,281.05,66.78,8.65,2.06,2.83,8.61,0
BFP024,Jal jeera,bfp_manual,,,,127.66,30.24,6.7,0.44,0.26,5.71,0.95
BFP026,Gingo,bfp_manual,,,,204.12,48.02,12.42,0.14,0.06,12.08,0.17
BFP027,Mintade,bfp_manual,,,,171.36,40.32,10.59,0.03,0.02,10.47,0.03
BFP029,Canjee,bfp_manual,,,,27.67,6.61,0.44,0.24,0.42,0.21,0.36
BFP030,Cauliflower canjee (Phoolgobhi ki canjee),bfp_manual,,,,28.86,6.9,0.35,0.39,0.42,0.09,0.49
BFP031,Potato canjee (Aloo canjee),bfp_manual,,,,68.05,16.26,2.69,0.44,0.39,0.1,0.43
BFP036,Vermicelli porridge (Semiya/Seviyan porridge),bfp_manual,,,,329.06,78.4,10.56,2.5,2.98,7.04,0.48
BFP039,Semolina upma (Suji/Rava upma),bfp_manual,,,,614.18,147.89,16.31,3.3,7.49,1.31,3.24
BFP040,Vermicelli upma (Semiya/Seviyan upma),bfp_manual,,,,619.26,149.11,16.88,3.11,7.45,1.4,3.21
BFP041,Rice upma,bfp_manual,,,,628.3,151.27,17.96,2.63,7.46,1.13,2.12
BFP042,Bread upma,bfp_manual,,,,540.4,129.51,12.6,2.8,7.75,1.56,1.96
BFP043,Vegetable upma,bfp_manual,,,,610.06,146.47,16.46,4.73,6.63,1.39,4.19
BFP044,Poha,bfp_manual,,,,1226.35,294.53,35.05,6.09,14.14,0.87,3.72
BFP045,Vegetable poha,bfp_manual,,,,751.96,180.52,21.52,4.89,8.07,1.4,3.76
BFP046,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),bfp_manual,,,,645.18,154.89,19.42,6.97,5.11,1.11,4.25
BFP047,Paneer stuffed cheela/chilla,bfp_manual,,,,855.46,205.19,19.16,11.44,8.89,3.81,4.03
BFP052,Indian style egg bhujia (Anda bhujia (Indian style)),bfp_manual,,,,428.19,102.83,3.76,6.1,7.02,1.95,1.53
BFP054,French omelette/omlet,bfp_manual,,,,875.07,211.04,0.41,10.03,18.86,0.1,0.38
BFP055,Puffy omelette/omlet,bfp_manual,,,,780.16,188.15,0.08,8.82,16.84,0.08,0
BFP056,Orange omelette/omlet,bfp_manual,,,,807.8,194.66,1.68,8.93,16.84,1.68,0
BFP057,Cheese and mushroom omelette/omlet,bfp_manual,,,,852.34,205.63,1.68,9.69,17.82,1.07,0.93
BFP058,Spanish omelette/omlet,bfp_manual,,,,653.68,157.45,5.1,8.25,11.44,1.03,2.54
BFP059,Mixed stock,bfp_manual,,,,104.56,25.19,0.33,2.06,1.71,0.2,0.15
BFP060,Meat stock,bfp_manual,,,,101.55,24.48,0,2.1,1.78,0,0
BFP062,White stock,bfp_manual,,,,28.88,6.99,0.4,0.07,0.56,0.24,0.17
BFP065,Meat consomme (with mutton),bfp_manual,,,,124.54,29.76,0.51,14.86,13.68,0.24,0.71
BFP066,Consomme au julienne,bfp_manual,,,,116.16,27.76,1.49,12.49,10.66,0.83,1.38
BFP067,Consomme au vermicelli,bfp_manual,,,,125.29,29.94,1.3,15.23,12.98,0.27,0.81
BFP072,Green pea soup (Matar ka soup),bfp_manual,,,,165.85,39.81,3.63,11.06,12.9,0.87,2.49
BFP073,Spinach soup (Palak ka soup),bfp_manual,,,,135.79,32.59,3.03,10.54,14.26,0.29,1.98
